timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1659979410069,165,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1199,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,165,0,125
1659979410126,165,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1200,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,165,0,125
1659979410173,177,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1201,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,177,0,134
1659979410222,180,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1202,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,180,0,135
1659979410269,160,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1203,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,160,0,123
1659979410325,169,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1204,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,168,0,128
1659979410373,170,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1205,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,170,0,129
1659979410421,165,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1206,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,165,0,125
1659979410469,178,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1207,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,178,0,135
1659979410573,187,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1209,text,false,Test failed: text expected to contain /answerDate/,1177,431,5,5,https://boschdex.com/services/esurvey/api/public/user-answers/batch,187,0,143
1659979410525,235,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1208,text,false,Test failed: text expected to contain /answerDate/,1177,431,5,5,https://boschdex.com/services/esurvey/api/public/user-answers/batch,235,0,192
1659979410621,176,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1210,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,176,0,134
1659979410669,166,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1211,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,166,0,127
1659979410717,183,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1212,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,183,0,138
1659979410773,183,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1213,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,183,0,140
